Time Published,Ticker,Overall Sentiment Score,Ticker Sentiment Score
20240120T151348,LVS,0.050355,0.0
20240111T143644,EQT,0.28419,0.037503
20240115T144033,SWKS,0.263581,0.238688
20240120T151348,STX,0.050355,0.0
20240122T033500,IEX,0.230284,0.129849
20240108T190700,EXPD,-0.009735,0.077458
20240119T134400,NRG,0.339053,0.146194
20240119T115500,MRO,-0.02187,0.117371
20240121T150100,LUV,-0.007202,-0.019
20240118T163004,FDS,0.160971,-0.06256
20240110T121500,ESS,0.110357,0.103151
20240118T140000,EG,0.294314,0.16245
20240119T164009,MAS,0.440115,0.224679
20240119T140005,VRSN,0.215392,0.131063
20240120T151348,PKG,0.050355,0.0
20240119T174700,AKAM,0.145933,-0.03278
20240118T131500,ZBRA,0.19139,0.0
20240105T135141,K,0.115948,-0.438689
20240121T101100,CCL,0.067485,0.0
20240118T143006,JBL,0.286019,0.173786
20240108T143100,MAA,0.320934,0.436331
20240116T061500,TRMB,0.361007,0.071709
20240119T162100,DGX,0.196586,-0.005117
20240118T143024,BG,-0.0338,0.112376
20240119T141500,CAG,0.155778,0.045289
20240119T200425,BBY,0.004894,0.061612
20231228T182400,POOL,0.252816,0.231359
20240121T043506,SNA,0.085808,0.257995
20240117T174500,NDSN,0.353359,0.1386
20240122T043500,VTRS,0.164961,0.083583
20240120T133000,L,0.396244,0.216717
20240119T104500,SWK,0.021819,0.010384
20240119T201523,KEY,0.25661,0.156126
20240122T060000,ALB,0.461529,0.20634
20240119T132936,HST,0.113294,0.349037
20240103T061244,DOC,0.348785,0.011979
20240112T135135,PNR,0.390464,0.0
20240121T154500,WBA,0.23915,0.306164
20240122T050100,ROL,-0.026875,0.083977
20240112T154548,RVTY,0.265469,0.0
20240115T180500,LNT,0.405758,0.21751
20240114T121556,KIM,0.337577,0.002997
20231221T150226,JKHY,0.261313,0.135437
20240115T183000,EVRG,0.183768,0.09483
20240119T163021,IP,0.239316,0.083071
20240119T023500,LKQ,0.236714,0.068051
20240118T143000,CRL,0.26428,0.0
20240118T150100,GEN,0.118174,0.036794
20240118T140000,TAP,0.322578,0.059571
20231204T125800,AES,0.295683,0.148038
20231218T123000,UDR,0.03345,0.120945
20240122T060000,EMN,0.461529,0.20634
20240119T202650,MGM,0.120976,0.316242
20240119T115000,NI,0.228069,0.089129
20240120T010000,JNPR,0.346732,0.148295
20240110T112005,KMX,0.227086,0.060926
20240108T160806,FFIV,0.070071,0.137825
20240109T150054,CPT,0.258938,0.135102
20240110T112005,BBWI,0.227086,0.060926
20240120T143000,HRL,0.204667,0.160587
20240119T154500,UHS,0.128866,0.133321
20240119T220100,TECH,-0.042033,0.031816
20240117T050000,APA,0.076411,0.094706
20240115T150000,MOS,0.002423,-0.371345
20240118T153000,TFX,0.419293,0.0
20240117T133000,INCY,0.15206,0.015893
20240119T131500,REG,0.27917,0.46615
20240121T041100,HSIC,0.089734,-0.018198
20240119T202650,WYNN,0.120976,0.316242
20240111T144007,TPR,0.384624,0.153748
20240117T135600,AIZ,0.280657,0.456355
20240111T140000,CPB,0.138487,0.130021
20231120T144500,MTCH,0.372744,0.224947
20240120T144200,BXP,-0.012361,-0.053083
20231208T181100,PNW,0.351136,0.127025
20240121T010000,HAS,0.067128,-0.031776
20240121T133800,BWA,0.228838,0.085261
20240119T175200,MKTX,0.351859,0.497095
20240108T143100,FRT,0.320934,0.436331
20240116T185340,FMC,0.111759,-0.063924
20240118T150046,RHI,0.170868,0.1574
20240119T154800,DVA,0.200341,0.075486
20240119T145508,BEN,0.21229,0.457255
20240121T170100,CMA,0.072925,-0.001994
20240122T003700,IVZ,0.167012,0.168093
20240121T224200,RL,-0.174394,-0.055906
20240116T130500,GL,0.428592,0.211243
20240110T201559,MHK,0.125012,0.121419
20240119T162100,BIO,0.196586,-0.005117
20231113T025459,AAPL,0.121336,0.061357
20231112T164500,NVDA,0.048498,0.065007
20231113T050200,AMZN,0.049936,-0.052262
20231113T053028,GOOG,-0.214821,-0.14783
20231111T213359,LLY,0.087667,0.391559
20231113T060200,XOM,0.076787,0.115797
20231109T162200,UNH,0.173095,0.222418
20231112T122500,PG,0.322469,0.391566
20231113T033500,JNJ,0.108505,0.0
20231112T203234,HD,0.347915,0.148161
20231113T034314,COST,0.253667,0.206701
20231111T111000,CVX,0.21732,0.3043
20231112T190000,BAC,0.28799,0.0
20231113T041500,WMT,0.229884,0.125568
20231112T143000,AMD,0.292685,0.041015
20231113T050100,NFLX,0.078986,0.099666
20231110T235800,PEP,0.194149,0.065248
20231112T122500,KO,0.322469,0.391566
20231112T135607,TMO,0.074124,0.101876
20231113T011500,ADBE,0.306721,0.137916
20231113T033100,WFC,0.205913,0.15814
20231110T135100,LIN,-0.045559,0.095112
20231113T052158,DIS,0.159937,0.401255
20231110T103700,MCD,0.235793,0.041825
20231112T153000,CSCO,0.024156,-0.004792
20231113T002945,ACN,0.183506,0.371879
20231113T030239,ORCL,-0.00718,-0.045294
20231113T060356,ABT,0.313899,0.18278
20231112T165237,QCOM,0.123915,0.182882
20231108T225003,INTU,0.201509,0.347493
20231113T032000,GE,0.202011,0.12042
20231113T032000,CAT,0.202011,0.12042
20231112T153000,AMAT,0.024156,-0.004792
20231112T163000,VZ,0.06754,0.076333
20231110T023000,DHR,0.264871,0.105666
20231110T221500,TXN,0.274144,0.047439
20231110T135409,COP,0.100838,0.357691
20231113T011500,IBM,0.306721,0.137916
20231107T080000,UNP,0.344986,0.461481
20231110T160014,AMGN,0.275268,0.238117
20231113T061500,PFE,0.09171,0.115089
20231113T010430,GS,-0.148068,-0.347164
20231112T232400,NEE,0.114249,0.136181
20231110T195432,INTC,0.419144,0.69413
20231112T151600,AXP,0.094224,0.011382
20231110T175600,RTX,0.363592,0.213001
20231113T055343,SPGI,0.13957,0.198576
20231112T105000,ISRG,0.144753,0.206734
20231110T124500,ETN,0.191344,0.012739
20231113T040000,HON,0.420916,0.187993
20231113T063035,MU,0.040544,0.0
20231110T131522,ELV,0.267332,0.155473
20231111T121500,BKNG,0.197675,0.056335
20231110T150000,PGR,0.136153,0.438637
20231113T063035,LRCX,0.040544,0.0
20231111T160000,T,0.00244,-0.073515
20231113T053433,C,0.148659,0.0
20231113T060749,MS,0.116403,0.578107
20231112T205738,NKE,0.361022,0.092675
20231113T033500,SYK,0.108505,0.0
20231112T083056,SCHW,0.264845,0.200305
20231110T235800,TJX,0.194149,0.065248
20231110T233500,BSX,0.251768,0.0
20231110T181820,UPS,0.189443,0.211907
20231113T025416,BLK,0.227342,0.226227
20231113T033500,MDT,0.108505,0.0
20231109T144006,CI,0.428069,0.302327
20231110T235800,DE,0.194149,0.065248
20231112T105000,VRTX,0.144753,0.206734
20231110T221500,ADI,0.274144,0.047439
20231113T021500,SBUX,0.220152,0.062499
20231108T160036,ADP,0.228609,0.350368
20231110T190000,CB,0.321446,0.254191
20231111T133800,LMT,-0.014697,-0.073996
20231110T123200,PLD,0.352466,0.056737
20231113T063035,KLAC,0.040544,0.0
20231113T041800,BA,0.030747,0.034934
20231110T221500,MDLZ,0.315833,0.11403
20231110T164007,FI,0.474458,0.538479
20231110T113000,REGN,0.078529,-0.062971
20231111T122500,BMY,0.21145,0.144223
20231112T132200,CVS,0.140052,-0.079541
20231110T164527,SNPS,0.242744,0.0
20231111T084853,GILD,0.183506,0.06595
20231110T235800,AMT,0.194149,0.065248
20231110T103500,SO,0.172164,0.2181
20231110T140800,EOG,0.325373,0.475326
20231113T060200,WM,0.076787,0.115797
20231110T143019,CDNS,0.308703,0.120581
20231110T141239,MO,0.114143,0.09784
20231112T153000,TGT,0.024156,-0.004792
20231113T031800,CME,0.089696,0.223165
20231110T145600,DUK,0.392035,0.123886
20231110T150000,CL,0.565517,0.147824
20231110T191836,FCX,0.14742,0.310818
20231110T160000,SHW,0.265272,0.077808
20231112T135607,APH,0.074124,0.101876
20231110T130436,MCK,0.104895,0.319633
20231109T173900,PH,0.143043,0.125332
20231110T183733,SLB,0.343463,0.388345
20231107T180300,TT,0.169324,-0.069224
20231110T123200,EQIX,0.352466,0.056737
20231111T190000,NOC,-0.033118,-0.071711
20231102T230000,ITW,0.192487,0.0
20231110T023000,BDX,0.264871,0.105666
20231108T160000,CSX,0.14079,0.153366
20231112T162507,GD,-0.069763,0.100972
20231110T153023,PXD,0.289572,0.187048
20231112T082857,EMR,0.203688,-0.011947
20231112T082857,PNC,0.173672,0.077069
20231110T174506,ORLY,0.452572,0.519717
20231112T195100,FDX,0.225806,-0.077691
20231110T082000,MAR,0.363675,0.059696
20231113T050700,MCO,-0.031101,-0.092317
20231110T112006,PCAR,0.311785,0.059852
20231109T143000,CTAS,0.019213,0.072166
20231111T123838,MSI,0.275413,0.43418
20231110T115443,AON,0.368042,0.080721
20231109T143917,VLO,0.349042,0.195607
20231108T200016,ECL,0.181151,0.052211
20231110T163500,ROP,0.290045,0.122648
20231111T124158,COF,0.319758,0.050245
20231110T200200,NSC,0.166089,0.316954
20231110T132100,APD,0.089021,0.262842
20231109T181800,EW,0.250515,0.090186
20231107T202804,AIG,-0.102214,-0.05235
20231112T113000,WELL,0.220131,0.492445
20231112T083057,AZO,0.234341,0.07734
20231112T090043,TFC,0.340182,0.055778
20231110T120221,MMM,0.224106,0.147814
20231108T102024,MCHP,0.21796,-0.014291
20231113T052858,F,0.126845,0.026296
20231110T165700,NEM,0.13457,0.115503
20231108T150300,TRV,0.169121,0.267085
20231110T202900,CPRT,0.226484,0.303488
20231110T080000,WMB,0.340695,0.0
20231109T171700,OKE,0.123571,0.219078
20231110T235800,URI,0.194149,0.065248
20231112T140000,ADSK,0.295521,0.133564
20231110T123200,SPG,0.352466,0.056737
20231110T140602,KMB,0.25398,0.259551
20231112T153000,ROST,0.024156,-0.004792
20231110T172100,HES,0.206623,0.155985
20231110T121100,SRE,0.312016,0.44847
20231112T081248,AEP,0.298658,0.154982
20231111T111000,OXY,0.21732,0.3043
20231112T140121,O,0.128982,0.140022
20231102T162100,ALL,0.12239,0.143065
20231108T194400,AFL,0.169728,0.0
20231110T011500,JCI,0.205715,0.106221
20231112T081248,BK,0.199896,0.337858
20231110T101000,DLR,0.198826,0.008946
20231113T020400,MET,0.102349,0.211955
20231110T140005,NUE,0.224257,0.105519
20231112T082857,D,0.271996,0.218471
20231110T135100,STZ,0.174251,0.033751
20231109T124800,IDXX,0.295409,0.30775
20231109T164005,FIS,0.494922,0.318781
20231108T131500,AME,0.316207,0.050118
20231108T123100,PSA,0.20774,0.060916
20231110T071455,LHX,0.200781,0.024172
20231111T105100,CCI,0.238455,0.092341
20231110T140142,A,0.119694,0.054387
20231110T165700,GIS,0.391029,0.157988
20231111T044136,COR,0.167373,0.22804
20231112T103000,PRU,0.193347,0.025963
20231108T123233,YUM,0.160427,0.13947
20231113T013000,CMI,0.245934,0.106602
20231110T164900,CNC,0.088294,0.105496
20231109T210308,MNST,0.272666,-0.193919
20231108T080000,RSG,0.329923,-0.085383
20231108T133002,FAST,0.088395,0.124965
20231103T145509,SYY,0.251885,0.368762
20231108T140011,LEN,0.243573,0.183134
20231108T200037,PAYX,0.160819,0.387251
20231110T135731,PWR,0.053184,-0.046717
20231108T100200,CSGP,0.043443,-0.018
20231110T235800,HUM,0.194149,0.065248
20231110T024522,MLM,0.239554,0.273585
20231111T114458,EXC,0.25654,0.157477
20231110T180000,PCG,0.376625,0.39989
20231108T184412,KR,0.308879,0.138332
20231109T155700,IT,0.025509,0.043264
